./imgs/0.jpg	66.0335639098	39.0022736842	30.2270075188	36.4216781955
./imgs/1.jpg	64.3329361702	34.9700765957	29.9492765957	33.4487148936
./imgs/2.jpg	65.0570526316	34.9096421053	30.9037894737	34.9096421053
./imgs/3.jpg	65.2257391304	37.261773913	32.0230956522	37.261773913
./imgs/4.jpg	66.7253006135	39.6212613497	32.244809816	38.0420319018
./imgs/5.jpg	69.6807476636	39.9687476636	29.1835514019	37.563364486
./imgs/6.jpg	64.1318657718	34.2900402685	29.5789530201	33.1380402685
./imgs/7.jpg	67.4688932039	39.4134524272	29.355961165	39.6217165049
./imgs/8.jpg	65.80288	34.7552	27.47584	36.1856
./imgs/9.jpg	64.1212307692	36.7403076923	29.4689230769	38.3901538462
./imgs/10.jpg	65.2301886792	34.3426415094	28.8027169811	33.9378113208
./imgs/11.jpg	66.7376	39.8864	30.2704	38.8144
./imgs/12.jpg	66.5747368421	37.308	30.4452631579	37.308
./imgs/13.jpg	65.2705882353	34.9402352941	33.022745098	32.9769411765
./imgs/14.jpg	66.6071578947	38.9381052632	28.5962105263	36.3031578947
./imgs/15.jpg	68.4912941176	35.9002352941	27.8312156863	37.0221176471
./imgs/16.jpg	66.6769411765	33.9412235294	30.7136470588	36.1495058824
./imgs/17.jpg	66.8504275862	35.6369875862	32.5281103448	36.5246234483
./imgs/18.jpg	67.8395076923	38.5979076923	28.0167384615	36.3977353846
./imgs/19.jpg	69.2334545455	40.0215272727	25.5508363636	38.0718545455
./imgs/20.jpg	65.5956	36.6264	31.5408	39.3078
./imgs/21.jpg	64.7624661654	34.9333894737	31.8597293233	37.1914827068
./imgs/22.jpg	66.0827368421	37.1537052632	27.9783157895	37.4359578947
./imgs/23.jpg	64.7185822785	35.8612253165	31.5906835443	39.1193924051
./imgs/24.jpg	66.3343157895	33.7212631579	29.0770526316	34.0976842105
./imgs/25.jpg	64.5530434783	36.524173913	32.219826087	38.0786086957
./imgs/26.jpg	65.3184	35.2704	30.3095808	38.702592
./imgs/27.jpg	65.4594098361	38.9085639344	32.0514098361	39.2602229508
./imgs/28.jpg	65.3769142857	38.1289142857	29.2155428571	39.5588571429
./imgs/29.jpg	72.3531851852	34.4170666667	28.6554074074	32.8280296296
./imgs/30.jpg	64.1555928144	35.2538443114	30.7579401198	35.2538443114
./imgs/31.jpg	64.9562926829	35.2355121951	29.1166829268	35.2355121951
./imgs/32.jpg	69.4417534247	37.8516164384	28.6934794521	35.6966575342
./imgs/33.jpg	67.5088695652	35.7276521739	30.6683478261	33.6292173913
./imgs/34.jpg	65.3780719424	35.6320230216	30.1909640288	34.3974215827
